ices_code	ices_description	code_type
741E	LEEDS CASTLE	SHIPC
741F	DUMBARTON CASTLE	SHIPC
741G	PLOVER	SHIPC
741H	STARLING	SHIPC
741I	Geosurveyor XI	SHIPC
741J	SWALLOW	SHIPC
741K	SWIFT	SHIPC
741L	LOWESTOFT	SHIPC
741M	PEARLEAF	SHIPC
741N	PLUMLEAF	SHIPC
741O	Geosurveyor IX	SHIPC
741P	LEANDER	SHIPC
741Q	PENELOPE	SHIPC
741R	AURORA	SHIPC
741S	EURYALUS	SHIPC
741T	GLAMORGAN	SHIPC
741U	FIFE	SHIPC
741V	ARETHUSA	SHIPC
741W	NAIAD	SHIPC
741X	NOVA SCOTIA	SHIPC
741Y	CLEOPATRA	SHIPC
741Z	MINERVA	SHIPC
742A	AMAZON	SHIPC
742B	GAMBADA	SHIPC
742C	ARIADNE	SHIPC
742D	ARGONAUT	SHIPC
742E	JUNO	SHIPC
742F	OLNA	SHIPC
742G	DART AMERICA	SHIPC
742H	WILTON	SHIPC
742I	Geosurveyor VII	SHIPC
742J	OLMEDA	SHIPC
742K	DANAE	SHIPC
742L	AMBUSCADE	SHIPC
742M	ARROW	SHIPC
742N	CARDIFF	SHIPC
742P	NEWCASTLE	SHIPC
742Q	GLASGOW	SHIPC
742R	OLWEN	SHIPC
742S	ENGADINE	SHIPC
742T	Celtic Dawn II	SHIPC
742U	GOLD ROVER	SHIPC
742V	RESOURCE	SHIPC
742W	REGENT	SHIPC
742X	HERMIONE	SHIPC
742Y	ABDIEL	SHIPC
742Z	GAVINGTON	SHIPC
7432	British Courtesy	SHIPC
7434	ROUTE: SOUTHHAMPTON - LE HAVRE	SHIPC
743A	FORT GRANGE	SHIPC
743B	FORT AUSTIN	SHIPC
743C	SIR BEDIVERE	SHIPC
743D	KELLINGTON	SHIPC
743E	MONKTON	SHIPC
743F	ANDROMEDA	SHIPC
743G	JUPITER	SHIPC
743H	BICKINGTON	SHIPC
743I	Beryl	SHIPC
743J	POLLINGTON	SHIPC
743K	SHERATON	SHIPC
743L	STUBBINGTON	SHIPC
743M	WOLVERTON	SHIPC
743N	WOTTON	SHIPC
743P	UPTON	SHIPC
743Q	INVINCIBLE	SHIPC
743R	AVENGER	SHIPC
743S	CYGNET	SHIPC
743T	LONDON GLORY	SHIPC
743U	ARDMAY	SHIPC
743V	NURTON	SHIPC
743W	JERSEY	SHIPC
743X	GUERNSEY	SHIPC
743Y	SHETLAND	SHIPC
743Z	ORKNEY	SHIPC
7440	NEWTON	SHIPC
7444	Stanes Moor	SHIPC
7445	Maersk Gateshead	SHIPC
744A	LINDISFARNE	SHIPC
744B	SIR TRISTRAM	SHIPC
744C	SIR GERAINT	SHIPC
744D	RELIANT	SHIPC
744E	SIR PERCIVALE	SHIPC
744F	ILLUSTRIOUS	SHIPC
744G	EXETER	SHIPC
744H	SOUTHAMPTON	SHIPC
744J	BRILLIANT	SHIPC
744K	CHARYBDIS	SHIPC
744L	SCYLLA	SHIPC
744M	ANGLESEY	SHIPC
744N	SENTINEL	SHIPC
744O	City of Manchester	SHIPC
744P	MANCHESTER	SHIPC
744Q	COTTESMORE	SHIPC
744R	ACHILLES	SHIPC
744S	DIOMEDE	SHIPC
744T	MANCHESTER CONCORDE	SHIPC
744U	GREEN ROVER	SHIPC
744V	GREY ROVER	SHIPC
744W	BLUE ROVER	SHIPC
744X	APPLELEAF	SHIPC
744Y	NOTTINGHAM	SHIPC
744Z	BRAZEN	SHIPC
7455	Foryd Bay	SHIPC
745A	ACTIVE	SHIPC
745B	BILDESTON	SHIPC
745C	BRINTON	SHIPC
745D	FORT COULONGE	SHIPC
745E	KINLOSS	SHIPC
745F	FRANCONIA	SHIPC
745G	KIRKLISTON	SHIPC
745H	LONDONDERRY	SHIPC
745J	MAXTON	SHIPC
745K	SHAVINGTON	SHIPC
745L	SIRIUS	SHIPC
745M	WALKERTON	SHIPC
745N	MIRANDA	SHIPC
745P	NIMOS	SHIPC
745R	CALANUS	SHIPC
745S	LAKE HURON	SHIPC
745T	LAKE SUPERIOR	SHIPC
745U	ALBERT EDWARD	SHIPC
745V	Our Sarah Jayne	SHIPC
7462	Pride of Hull	SHIPC
7465	Minna	SHIPC
7466	STENA EUROPE	SHIPC
746A	ALTAIRE	SHIPC
746B	BORINGIA	SHIPC
746D	Devonian	SHIPC
746E	SOJANA	SHIPC
746F	Flottbek	SHIPC
746L	Isle Of Mull	SHIPC
746M	CMA CGM FLORIDA	SHIPC
746P	Pride of Bilbao	SHIPC
746S	Scotia	SHIPC
746T	Tobyroc	SHIPC
746V	Velazquez	SHIPC
746W	Cable Innovator	SHIPC
746X	Audacious	SHIPC
7471	HURST POINT	SHIPC
7476	STENA ADVENTURER	SHIPC
747D	EVER LISSOME	SHIPC
747F	FIXED PLATFORMS	SHIPC
747I	Aphrodite	SHIPC
747M	Maersk Gairloch	SHIPC
747N	British Vantage	SHIPC
747Q	Stena Lagan	SHIPC
747S	Scotia	SHIPC
747X	RTM Wakmatha	SHIPC
7483	Pharos	SHIPC
7484	Atlantic Osprey	SHIPC
748D	Atlantic Lady	SHIPC
748G	Boy Brendan	SHIPC
748K	CMA CGM GEORGIA	SHIPC
748R	ANL WYONG	SHIPC
748S	Scotia	SHIPC
748T	TENACIOUS	SHIPC
748W	MAERSK ERVING	SHIPC
748Y	ANVIL POINT	SHIPC
7490	MULTIPLE SHIPS	SHIPC
7491	AIRCRAFT	SHIPC
7498	MULTIPLE SHIPS	SHIPC
7499	UNKNOWN PLATFORMS	SHIPC
749S	Scotia	SHIPC
74A2	ASTRID	SHIPC
74A3	ALISTER HARDY	SHIPC
74A4	HMS ZAMBESI	SHIPC
74A5	HMS ZEPHYR	SHIPC
74A6	WRANGLER	SHIPC
74A7	WOODBRIDGE HAVEN	SHIPC
74A8	WHITEHEAD	SHIPC
74A9	VERULAM	SHIPC
74AA	CENTAUR	SHIPC
74AB	CHARLES DARWIN	SHIPC
74AC	ATLANTIC CAUSEWAY	SHIPC
74AD	ERRADALE	SHIPC
74AE	FARNELLA	SHIPC
74AF	ROS CASTLE	SHIPC
74AG	AGINCOURT	SHIPC
74AH	ACHERON	SHIPC
74AI	AISNE	SHIPC
74AJ	ACT 3	SHIPC
74AK	ARK ROYAL	SHIPC
74AL	ALERT	SHIPC
74AM	ARMADA	SHIPC
74AN	ANGLO NORSE	SHIPC
74AO	AORA	SHIPC
74AP	APOLLO	SHIPC
74AQ	ACT 4	SHIPC
74AR	ARGUS	SHIPC
74AS	ACT 6	SHIPC
74AT	CALEDONIA	SHIPC
74AU	ST AUSTELL BAY	SHIPC
74AV	LAKE BIWA	SHIPC
74AW	STARELLA	SHIPC
74AX	CITY OF PERTH	SHIPC
74AY	CITY OF HARTLEPOOL	SHIPC
74AZ	NARNIAN SEA	SHIPC
74B0	Bountiful	SHIPC
74B1	BROADSWORD	SHIPC
74B2	BEAGLE	SHIPC
74B3	BRITISH FORTH	SHIPC
74B4	BRITISH BOMBARDIER	SHIPC
74B5	BRITISH PATIENCE	SHIPC
74B6	BRIARTHORN	SHIPC
74B7	BOTANY BAY	SHIPC
74B8	ENCOUNTER BAY	SHIPC
74B9	BIBI	SHIPC
74BA	BARFLEUR	SHIPC
74BB	BAHAMA BANK	SHIPC
74BC	BERWICK	SHIPC
74BD	BOYNE	SHIPC
74BE	BEAUFORT	SHIPC
74BF	BULLFINCH	SHIPC
74BG	BRIGHTON	SHIPC
74BH	MARCEL BAYARD	SHIPC
74BI	BIGBURY BAY	SHIPC
74BJ	BRITISH LOYALTY	SHIPC
74BK	BRITISH COMMERCE	SHIPC
74BL	BLACKPOOL	SHIPC
74BM	BRITISH MARINER	SHIPC
74BN	BRITANNIA	SHIPC
74BO	BULLDOG	SHIPC
74BP	BRITISH POPLAR	SHIPC
74BQ	BRITISH PIONEER	SHIPC
74BR	BIRMINGHAM	SHIPC
74BS	BARROSA	SHIPC
74BT	BATTLEAXE	SHIPC
74BU	BURGHEAD BAY	SHIPC
74BV	BRITISH TAMAR	SHIPC
74BW	BLACKWOOD	SHIPC
74BX	BUNKER HILL	SHIPC
74BY	L. H. BARDSEY	SHIPC
74BZ	BRITISH ENTERPRISE III	SHIPC
74C0	Coastal Surveyor	SHIPC
74C1	CARRON	SHIPC
74C2	CHAPLET	SHIPC
74C3	CHEVIOT	SHIPC
74C4	COCKADE	SHIPC
74C5	CONSORT	SHIPC
74C6	COOK	SHIPC
74C7	CORUNNA	SHIPC
74C8	CEYLON	SHIPC
74C9	COSSACK	SHIPC
74CA	CAPRICE	SHIPC
74CB	CARDIGAN BAY	SHIPC
74CC	CAVENDISH	SHIPC
74CD	CASSANDRA	SHIPC
74CE	CABLE ENTERPRISE	SHIPC
74CF	CARYSFORT	SHIPC
74CG	CHEVRON	SHIPC
74CH	CHALLENGER	SHIPC
74CI	CHARITY	SHIPC
74CJ	CHICHESTER	SHIPC
74CK	CHIEFTAIN	SHIPC
74CL	C. A. LARSON	SHIPC
74CM	CAPE ST MARY	SHIPC
74CN	CLIONE	SHIPC
74CO	COLLEEN	SHIPC
74CP	CYPRIS	SHIPC
74CQ	CONTEST	SHIPC
74CR	CARISBROOKE CASTLE	SHIPC
74CS	CROSS SAND L/S	SHIPC
74CT	CRANE	SHIPC
74CU	CLUPEA	SHIPC
74CV	CAVALIER	SHIPC
74CW	CHARTERER	SHIPC
74CX	CORELLA	SHIPC
74CY	CYCLOPS	SHIPC
74CZ	CIROLANA	SHIPC
74D0	Aalskere	SHIPC
74D1	DECOY	SHIPC
74D2	DUNDAS	SHIPC
74D3	DUMURRA	SHIPC
74D4	DARWIN	SHIPC
74D5	CLYDE-OWS M	SHIPC
74D6	OWS D	SHIPC
74D7	OWS M	SHIPC
74D8	DAWN SHORE	SHIPC
74D9	DISCOVERY BAY	SHIPC
74DA	DAMPIER	SHIPC
74DB	CLYDE-OWS LIMA	SHIPC
74DC	DACIA	SHIPC
74DD	DELIGHT	SHIPC
74DE	DEVONIA	SHIPC
74DF	DEFENDER	SHIPC
74DG	CLYDE-OWS A	SHIPC
74DH	DUCHESS	SHIPC
74DI	DISCOVERY	SHIPC
74DJ	DIADEMA	SHIPC
74DK	DUNKIRK	SHIPC
74DL	DALRYMPLE	SHIPC
74DM	DIAMOND	SHIPC
74DN	DIANA	SHIPC
74DO	CALIFORNIA STAR	SHIPC
74DP	CLYDE-OWS I	SHIPC
74DQ	CLYDE-OWS J	SHIPC
74DR	DARING	SHIPC
74DS	DISCOVERY II	SHIPC
74DT	CLYDE- OWS K	SHIPC
74DU	DUNCAN	SHIPC
74DV	COLUMBIA STAR	SHIPC
74DW	DILKARA	SHIPC
74DX	DROXFORD	SHIPC
74DY	DAINTY	SHIPC
74DZ	DRIFTING BUOYS	SHIPC
74E0	Ken Vickers	SHIPC
74E1	European Leader - Brak	SHIPC
74E2	BUCCANEER	SHIPC
74E3	DISCOVERY	SHIPC
74E4	Echo	SHIPC
74E5	ENTERPRISE	SHIPC
74E6	Scott	SHIPC
74E7	ENDRICK II	SHIPC
74E8	RESOLUTION	SHIPC
74E9	CEFAS ENDEAVOUR	SHIPC
74EA	EGERIA	SHIPC
74EB	EASTBOURNE	SHIPC
74EC	EURO FREIGHTER	SHIPC
74ED	ENDURANCE	SHIPC
74EE	ERNEST SHACKLETON	SHIPC
74EF	EDWARD FORBES	SHIPC
74EG	EAST GOODWIN	SHIPC
74EH	ERNEST HOLT	SHIPC
74EI	Endurance	SHIPC
74EJ	ENTERPRISE II	SHIPC
74EK	ELK	SHIPC
74EL	CHERWELL	SHIPC
74EM	EXMOUTH	SHIPC
74EN	ENDEAVOUR	SHIPC
74EO	OCEAN ENDEAVOUR	SHIPC
74EP	CP Challenger - Rome Express	SHIPC
74EQ	Discovery	SHIPC
74ER	ENDURER	SHIPC
74ES	VEGA SEAL	SHIPC
74ET	ADVICE	SHIPC
74EU	WELLPARK	SHIPC
74EV	EVADNE	SHIPC
74EW	VENETIA	SHIPC
74EX	EXPLORER	SHIPC
74EY	STRATH DEVON	SHIPC
74EZ	OCEONE	SHIPC
74F1	HMS VIRAGE	SHIPC
74F2	HMS VISION	SHIPC
74F3	HMS CHEGUERA	SHIPC
74F4	HMS CHIVABOUS	SHIPC
74F5	HMS COQUETTE	SHIPC
74F6	HMS CREOLE	SHIPC
74F7	CROSSBOW	SHIPC
74F8	HMS EASTON	SHIPC
74F9	HMS RELENTLESS	SHIPC
74FA	FALMOUTH	SHIPC
74FB	BRIDGEMAN	SHIPC
74FC	DIDO	SHIPC
74FD	QUEEN ELIZABETH 2	SHIPC
74FE	FORT STEELE	SHIPC
74FF	FLYING FISH	SHIPC
74FG	FLINDERS BAY	SHIPC
74FH	CAVARA	SHIPC
74FI	FINISTERRE	SHIPC
74FJ	HMS FLAMINGO	SHIPC
74FK	GARDLINE ENDURER	SHIPC
74FL	FLINDERS	SHIPC
74FM	FLEETWOOD-OWS LIMA	SHIPC
74FN	FANTASIA	SHIPC
74FO	FOX	SHIPC
74FP	FALKLANDS PROTECTOR	SHIPC
74FQ	Fair Maiden	SHIPC
74FR	FORTH RANGER	SHIPC
74FS	FIXED STATIONS	SHIPC
74FT	ALDGATE	SHIPC
74FU	Fram III	SHIPC
74FV	Avon Valley	SHIPC
74FW	FAWN	SHIPC
74FX	Benaiah IV	SHIPC
74FY	Slocum345	SHIPC
74FZ	FITZROY	SHIPC
74G0	BRITISH GANNET	SHIPC
74G1	COASTAL GUARDIAN	SHIPC
74G2	AMERICA	SHIPC
74G3	ANCHORIA	SHIPC
74G4	BALAENA	SHIPC
74G5	CALIFORNIA	SHIPC
74G6	CAPRICORNUS	SHIPC
74G7	CHINA	SHIPC
74G8	COREAN	SHIPC
74G9	ECLIPSE	SHIPC
74GA	GALLOPER	SHIPC
74GB	GEORGE BLIGH	SHIPC
74GC	AQUILA	SHIPC
74GD	G A REAY	SHIPC
74GE	GRENVILLE	SHIPC
74GF	GOLDFINCH	SHIPC
74GG	FREDERICK RUSSELL	SHIPC
74GH	HMS ROCKET	SHIPC
74GI	GENESIS	SHIPC
74GJ	LOCH RUTHVEN	SHIPC
74GK	HMS ROMOLA	SHIPC
74GL	HMS PINCHER	SHIPC
74GM	GAMBIA	SHIPC
74GN	Gabbard	SHIPC
74GO	GOLDSEEKER	SHIPC
74GP	HMS GRAVELINER	SHIPC
74GQ	FORTHBANK	SHIPC
74GR	GRAFTON	SHIPC
74GS	DAWN SKY	SHIPC
74GT	GORSETHORN	SHIPC
74GU	SUZANNA D	SHIPC
74GV	HELMSDALE	SHIPC
74GW	HMS FAME	SHIPC
74GX	Flint Castle	SHIPC
74GY	BERYL ALPHA	SHIPC
74H1	HASCOSAY	SHIPC
74H2	Hydra - Contship Aurora	SHIPC
74H3	ETHIOPIA	SHIPC
74H4	FROLIC	SHIPC
74H5	GRANUAILE	SHIPC
74H6	HERCULES	SHIPC
74H7	JAMESIA	SHIPC
74H8	LONGHIRST	SHIPC
74H9	LOUGHRIGG HOLME	SHIPC
74HA	HECLA	SHIPC
74HB	HAMBURG	SHIPC
74HC	HECATE	SHIPC
74HD	HERALD	SHIPC
74HE	WILLIAM HERDMAN	SHIPC
74HF	Hardy	SHIPC
74HG	HMS MAGOG	SHIPC
74HH	HUPEH	SHIPC
74HI	HIAWATHA	SHIPC
74HJ	PML Explorer	SHIPC
74HL	HILDEGARDE	SHIPC
74HM	HERMES	SHIPC
74HN	ST. HELENA	SHIPC
74HO	HOGUE	SHIPC
74HP	Loch Craggie	SHIPC
74HQ	Humber Guardian	SHIPC
74HR	HURON	SHIPC
74HS	HESPERIAN	SHIPC
74HT	LOCH TRALAIG	SHIPC
74HU	HUXLEY	SHIPC
74HV	LOCH SCAVAIG	SHIPC
74HW	Severn Guardian	SHIPC
74HX	CONTSHIP AUSTRALIS	SHIPC
74HY	HYDRA	SHIPC
74HZ	CONTSHIP BOREALIS	SHIPC
74I1	Fruitful Bough	SHIPC
74I2	Sovereign	SHIPC
74I3	Contship Aurora	SHIPC
74I4	HYDRA	SHIPC
74I5	CP Aurora	SHIPC
74I6	Brak	SHIPC
74I7	EUROPEAN LEADER	SHIPC
74IA	HEATHER SPRIG	SHIPC
74IB	IVYBANK	SHIPC
74IC	ENTERPRISE	SHIPC
74ID	ANGELLE MARIE	SHIPC
74IE	BON ACCORD	SHIPC
74IF	Favonius	SHIPC
74IG	Christina S	SHIPC
74IH	Ammonite	SHIPC
74II	Canopus	SHIPC
74IJ	Eltanin	SHIPC
74IK	Ina-K	SHIPC
74IL	Humpback	SHIPC
74IM	Minke	SHIPC
74IN	INVESTIGATOR	SHIPC
74IO	Fomalhaut	SHIPC
74IP	Maersk Phuket	SHIPC
74IQ	Sir John Murray	SHIPC
74IR	Elinor TH	SHIPC
74IT	Endeavour IV	SHIPC
74IV	INVADER	SHIPC
74J0	DEEP VOLANS	SHIPC
74J1	Audacious	SHIPC
74J2	Geosurveyor II	SHIPC
74J3	Geosurveyor III	SHIPC
74J7	HEBRIDES	SHIPC
74J9	ZIM LONDON	SHIPC
74JA	JACKAL	SHIPC
74JB	JOHN BISCOE	SHIPC
74JC	JAMES CLARK ROSS	SHIPC
74JD	Actinia	SHIPC
74JG	JAGUAR	SHIPC
74JM	J AND S MILES	SHIPC
74JN	Samantha Jane	SHIPC
74JO	Power of Scotland	SHIPC
74JR	HELENA	SHIPC
74JS	JASON	SHIPC
74JU	JUTLAND	SHIPC
74K0	Hirta	SHIPC
74K1	Kelpie	SHIPC
74K5	Seiont IV	SHIPC
74K9	Lady Nicola	SHIPC
74KA	KATHLEEN	SHIPC
74KB	MINIA	SHIPC
74KC	HMTS MONARCH	SHIPC
74KD	MOOR	SHIPC
74KE	KELLET	SHIPC
74KF	OTARIA	SHIPC
74KG	OTRA	SHIPC
74KH	PARA	SHIPC
74KI	Alison Kay	SHIPC
74KJ	Keila	SHIPC
74KK	SIBERIAN	SHIPC
74KL	TEUTONIC	SHIPC
74KM	WYDALE	SHIPC
74KN	Aspire	SHIPC
74KO	DIRECT KOOKABURRA	SHIPC
74KP	KEPPEL	SHIPC
74KQ	Kestrel	SHIPC
74KR	CEC STAR	SHIPC
74KT	KNIGHT ERRANT	SHIPC
74KU	Columbine	SHIPC
74KW	Geestbay	SHIPC
74KY	Heather Sprig	SHIPC
74L1	LOCH INSH	SHIPC
74L2	Lord Nelson	SHIPC
74L3	Bellamite	SHIPC
74L4	Coprolite	SHIPC
74L5	Hilts	SHIPC
74L6	Rooney	SHIPC
74L7	Zephyr	SHIPC
74L8	Dolomite	SHIPC
74LA	LAGOS	SHIPC
74LB	CLYDEBANK	SHIPC
74LC	LOCH ALVIE	SHIPC
74LE	LEDA	SHIPC
74LF	LOCH FADA	SHIPC
74LG	LOUGH FOYLE	SHIPC
74LH	LOCH FYNE	SHIPC
74LI	LINCOLN	SHIPC
74LJ	Emulator	SHIPC
74LK	LOCH KILLISPORT	SHIPC
74LL	LLANDAFF	SHIPC
74LM	LOCH LOMOND	SHIPC
74LO	LEOPARD	SHIPC
74LP	LIVERPOOL	SHIPC
74LQ	Lady Patricia	SHIPC
74LR	LOWLAND SEARCHER	SHIPC
74LS	LONGSTONE	SHIPC
74LV	LIVERPOOL BAR	SHIPC
74LW	LYNN WELL	SHIPC
74LX	LYKES AMBASSADOR	SHIPC
74LY	LYNX	SHIPC
74LZ	Liverpool Viking	SHIPC
74M1	MOUNTS BAY	SHIPC
74M2	MARISSA	SHIPC
74M3	MBA SEPIA	SHIPC
74M4	MARIGOLD	SHIPC
74MA	MABAHISS	SHIPC
74MB	MORECAMBE BAY	SHIPC
74MC	JOHN. W. MACKAY	SHIPC
74MD	Amadeus	SHIPC
74ME	MEDIATOR	SHIPC
74MF	MORAY FIRTH IV	SHIPC
74MG	MAGPIE	SHIPC
74MH	MACHIAS	SHIPC
74MI	MARINER	SHIPC
74MJ	JOHN MURRAY	SHIPC
74MK	MEEK	SHIPC
74ML	MALCOLM	SHIPC
74MM	MERMAID	SHIPC
74MN	MANIHINE	SHIPC
74MO	MODESTE	SHIPC
74MP	BERNICIA	SHIPC
74MQ	Marisa	SHIPC
74MR	MARA	SHIPC
74MS	Mersey Guardian	SHIPC
74MU	MUTINE	SHIPC
74MY	MERCURY	SHIPC
74N1	Ardlamont	SHIPC
74N2	Shaunette	SHIPC
74N3	Merlin II	SHIPC
74N4	Rambling Rose	SHIPC
74N5	Pacific Guardian	SHIPC
74N6	CLANSMAN	SHIPC
74NA	ANL WANGARATTA	SHIPC
74NB	BON ENTENTE	SHIPC
74NF	NEWFOUNDLAND	SHIPC
74NI	NIMROD	SHIPC
74NL	NEDLLOYD LYTTLETON	SHIPC
74NM	ALBA NA MARA	SHIPC
74NN	BRITISH BEECH	SHIPC
74NO	NOLIZWE	SHIPC
74NR	Noronya	SHIPC
74NU	NUBIAN	SHIPC
74NV	EVER LEADING	SHIPC
74NY	NORBAY	SHIPC
74NZ	NONZI	SHIPC
74O3	Wessex Explorer	SHIPC
74OA	OCEAN RESEARCHER	SHIPC
74OB	OYSTER BAY	SHIPC
74OC	OCEAN CREST	SHIPC
74OD	OUTER DOWSING	SHIPC
74OE	ORWELL	SHIPC
74OF	OCEAN BOUNTY	SHIPC
74OG	OUTER GABBARD	SHIPC
74OH	Oceanstar	SHIPC
74OI	OITHORNA	SHIPC
74OJ	CARHELMAR	SHIPC
74OL	OCEAN WEATHER STATION L	SHIPC
74ON	ONAWAY	SHIPC
74OP	OPOSSUM	SHIPC
74OQ	Helenus	SHIPC
74OR	ORMOND	SHIPC
74OS	OCEAN SEEKER	SHIPC
74OV	OCEAN VENTURE II	SHIPC
74OW	OWEN	SHIPC
74OZ	Isle Of Arran	SHIPC
74P0	Stena Carron	SHIPC
74P1	PACHECO	SHIPC
74P2	PRINCE MADOG	SHIPC
74P3	Prowess	SHIPC
74P5	HMS P59	SHIPC
74P6	Polar Circle	SHIPC
74P7	MONT VENTOUX	SHIPC
74PA	PALLISER	SHIPC
74PB	Serpula	SHIPC
74PC	PELICAN	SHIPC
74PD	PRINCE MADOG	SHIPC
74PE	PENQUIN	SHIPC
74PF	HMS PEACOCK	SHIPC
74PG	POYANG	SHIPC
74PI	PICES PLANTER	SHIPC
74PL	PLATESSA	SHIPC
74PM	POMERANIA	SHIPC
74PN	PANULIRUS II	SHIPC
74PO	PROTECTOR	SHIPC
74PP	PORT ALBERNI CITY	SHIPC
74PQ	Plymouth Quest	SHIPC
74PR	PORCUPINE	SHIPC
74PS	SEPIA	SHIPC
74PT	PROFILING FLOAT	SHIPC
74PU	PUMA	SHIPC
74PV	Victoria May	SHIPC
74PW	PELLEW	SHIPC
74PX	Caronia	SHIPC
74PY	PLYMOUTH	SHIPC
74Q0	MAERSK KENSINGTON	SHIPC
74Q4	Ladybird	SHIPC
74QA	Quantus	SHIPC
74QB	Stena Precision	SHIPC
74QC	Stena Performer	SHIPC
74QI	ZIM PANAMA	SHIPC
74QL	British Osprey	SHIPC
74QO	Stena Nordica	SHIPC
74QS	QUEENSLAND STAR	SHIPC
74QT	QUINTAIL	SHIPC
74QV	Pacific Aria	SHIPC
74R0	Sir Claude Inglis	SHIPC
74R1	ROTHESAY	SHIPC
74R2	HMS CHALLENGER	SHIPC
74R9	EGERIA	SHIPC
74RA	RAMBLER	SHIPC
74RB	ROEBUCK	SHIPC
74RC	RECORDER C/S	SHIPC
74RD	BRANSFIELD	SHIPC
74RE	RESEARCH	SHIPC
74RG	Scarba	SHIPC
74RH	RHYL	SHIPC
74RI	Resilient	SHIPC
74RJ	St Richard	SHIPC
74RK	Charlie Boy	SHIPC
74RL	CORDELLA	SHIPC
74RO	ROSEMARY	SHIPC
74RP	CAPITELLA	SHIPC
74RR	Rebecca R	SHIPC
74RS	SIREN	SHIPC
74RT	RUSSA TAIGN	SHIPC
74RU	RUSSELL	SHIPC
74RX	Caledonian Isles	SHIPC
74RY	CORYSTES	SHIPC
74S0	Solstice	SHIPC
74S1	SAINTES	SHIPC
74S2	ST KITTS	SHIPC
74S3	SOLEBAY	SHIPC
74S4	ST BRIDES BAY	SHIPC
74S5	SEOL MARA	SHIPC
74S6	SEALARK	SHIPC
74S7	SHUNA	SHIPC
74S8	SIR JOHN MURRAY - Sovereign	SHIPC
74S9	SEA VIGIL	SHIPC
74SA	SALPA	SHIPC
74SB	SABELLA	SHIPC
74SC	SCOTIA	SHIPC
74SD	SALISBURY	SHIPC
74SE	SERPENT	SHIPC
74SF	SHACKLETON	SHIPC
74SG	ST GEORGE	SHIPC
74SH	SCARBOROUGH	SHIPC
74SI	SILVER SCOUT	SHIPC
74SJ	SKIPJACK	SHIPC
74SK	SMITH'S KNOLL	SHIPC
74SL	SIR LANCELOT	SHIPC
74SM	ST MARGARETS	SHIPC
74SN	STENA HISPANA	SHIPC
74SO	SOBERTON	SHIPC
74SP	SCORPION	SHIPC
74SQ	STAR HONG KONG	SHIPC
74SR	SARSIA	SHIPC
74SS	SEVEN STONES	SHIPC
74ST	SCOTT	SHIPC
74SU	SULA	SHIPC
74SV	SURVEYOR	SHIPC
74SW	SWARTE BANK	SHIPC
74SX	SWAN REFFER	SHIPC
74SY	SYLVIA	SHIPC
74SZ	STAR DROTTANGER	SHIPC
74T1	TOR CIMBRIA	SHIPC
74T2	TEMORA	SHIPC
74T3	Allegiance	SHIPC
74T4	Sarah Jane Too	SHIPC
74T5	Golden Emblem	SHIPC
74T6	Thames Guardian	SHIPC
74T7	Virtuous	SHIPC
74T8	Polar Bear	SHIPC
74T9	EMU Surveyor	SHIPC
74TA	TEMPLE INN	SHIPC
74TB	TENBY	SHIPC
74TC	COLONEL TEMPLER	SHIPC
74TD	TMM SINALOA - CP SINALOA - Barcelona Express	SHIPC
74TE	TELLINA	SHIPC
74TF	TRAFALGAR	SHIPC
74TG	TMM JALISCO	SHIPC
74TH	Safmarine Meru	SHIPC
74TI	TINTAGEL CASTLE	SHIPC
74TJ	Sperus	SHIPC
74TK	Sugar Exporter	SHIPC
74TL	TUMULT	SHIPC
74TM	TERMAGANT	SHIPC
74TN	TERRA NOVA	SHIPC
74TO	TORQUAY	SHIPC
74TP	HILDASAY	SHIPC
74TQ	Fisher Lassie	SHIPC
74TR	TRUE LOVE	SHIPC
74TS	T.S. ASTRID	SHIPC
74TT	TRITON	SHIPC
74TU	TROUBRIDGE	SHIPC
74TV	T.A. VOYAGER	SHIPC
74TW	Sunbeam	SHIPC
74TX	T.A. EXPLORER	SHIPC
74TY	TYRIAN	SHIPC
74TZ	CHRIS ANDRA	SHIPC
74U1	Triton	SHIPC
74U2	Sunbeam	SHIPC
74U4	Skua	SHIPC
74U5	Stena Baltica	SHIPC
74U6	SKELTON CASTLE	SHIPC
74UA	URSA	SHIPC
74UB	Carina	SHIPC
74UC	URCHIN	SHIPC
74UD	UNDINE	SHIPC
74UF	CAPE FLAMINGO	SHIPC
74UG	SEAGULL	SHIPC
74UL	ULSTER	SHIPC
74UM	CUMULUS	SHIPC
74UN	UNDAUNTED	SHIPC
74UP	Audacious	SHIPC
74UR	URANIA	SHIPC
74UT	UNITY	SHIPC
74UY	ULYSSES	SHIPC
74V3	TOISA CREST	SHIPC
74V4	TOISA CORAL	SHIPC
74V6	British Chivalry	SHIPC
74V9	Sovereign	SHIPC
74VA	VARNE	SHIPC
74VB	BRITISH VIKING	SHIPC
74VC	VIGILANCE	SHIPC
74VD	Booker Vanguard	SHIPC
74VE	Booker Viking	SHIPC
74VF	Boy John	SHIPC
74VG	VIGILANT	SHIPC
74VH	Commodore Enterprise	SHIPC
74VI	VIDAL	SHIPC
74VJ	Booker Challenge	SHIPC
74VK	MINISTRY OF DEFENSE CHARTERED VESSELS	SHIPC
74VL	VALOROUS	SHIPC
74VM	Gardline Locater	SHIPC
74VN	Golden West	SHIPC
